invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
081624-3501-184997,2024-08-16,297.89,422,Black Wall Mounted Mirror,6.11,189.99,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,427,RIVER OF GOODS 52 Inch LED Modern Farmhouse Ceiling,29.35,189.99,"Fan with Light - Rustic Ceiling Fans with Lights - Elegant Industrial
Fan with Mesh Metal Caged Shade - Brown
Item Qty Bid Amount Premium Fee Tax Total
INDUSTRIAL DESIGN: Add chic farmhouse style to your living room, bedroom, or other space with our indoor rustic
ceiling fan|This fixture boasts an industrial-style cage design and emits a subtle warm glow for mood lighting|MESH METAL SHADE: This large ceiling fan with lights features a mesh shade and includes 2 dimmable LED E26
8W/40W incandescent bulbs, a 6"" downrod, 5 wood-grain reversible blades, two pull chains, and measures 52"" L x 52"" W
x 14” H - 19"" H with included downrod|RUSTIC DECOR: Create a chic vibe with our flush mount ceiling fan light, featuring 3 speeds with a reversible motor,
making it a great accent piece in your living room, bedroom, or any indoor space|Professional installation is
recommended|ENERGY EFFICIENT: Save on heat and air conditioning bills with our kitchen ceiling fan with lights|It spins clockwise to
recirculate warm air to keep you warm in the winter and reverses for a ""wind chill"" effect to keep you cool during the
summer|Compatible with Remote Control, Available Separately",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,431,Vessel Sink,11.0,65.64,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,447,Eridanus Denbigh 19 in. x 14 in. Modern Crisp White,12.23,65.64,"Vitreous China Rectangular Bathroom Vessel Sink
Fine Ceramic Construction - Crafted from A-grade ceramic, the sink is set up
for a long-lasting performance
Tougher, Denser, Shinier - A delicate layer of vitreous china is applied on the
base porcelain enamel, rendering a tougher durability, denser structure, and
shinier finish
Sleek Minimalist Profile - The low-profile of crisp white gives a sleek and
minimalist touch to complement any bathroom layout
Deep Basin Splash-proof - The 5-1/2 in|depth is deeper than most basin
models in the market and adds a splash proof feature
Vanity-top Installation - The sink is for vanity and counter-top installation
Seamless Design - Vessel sinks have a seamless design that makes cleaning
and maintenance a breeze
Elevated Style - Vessel sink adds an elevated touch to your bathroom,
creating a focal point in the space
Item Qty Bid Amount Premium Fee Tax Total",Art & Crafts,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,452,JXCRAFT Car Floor Mats,6.11,137.76,No additional description provided in the invoice.,Automotive,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,465,"Set of 2 Modern LED Picture Lights 24.4 inch, Antique",12.23,137.76,"Bronze Metal Artwork Display Lamp with Rotatable Sconces Lamp
Head, 14W (70W Eqv|), Hardwired Connection, 3000K Warm
White 840Lm
Lighting Direction Adjustable Over Pictures: The picture light’s arm and light's tube (24|4 inches) can be rotated UP and
DOWN 180° to adjust the lighting direction to your desired position
Premium Quality: Full metal construction for outstanding durability; Antique bronze electro-painting process ensures
reliable surface finishing color and safe usage|Low heat emission best preserves your artwork throughout its long service
life
Single Arm Design Lighting Fixture: Single metal swing arm design to ensure the wall sconce looks more modern|This
will be one perfect unique swing arm wall lamp for paintings in bedroom bedside, bathroom, indoor house, farmhouse
110V working voltage: This art lights for paintings is with 100-120V AC working voltage, not battery operated|Hard-wired
connection to 110V AC power; NON-DIMMABLE",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,482,DANSEER Lighting Modern Crystal Ceiling Light Fixture with,2.45,159.0,"Glass Ice Cube 6 Lights
Item Qty Bid Amount Premium Fee Tax Total
Modern Design: The ceiling light’s frame and canopy feature shimmery brushed nickel finish, making a modern statement
in your home decor|Crystal Glass Shades: Flaunting six clear crystal glass shades, this semi flush mount ceiling light brings a boost of sparkle
to your space|Bulb Requirement: Compatible with 6* G9 based bulbs (NOT included)|Fully dimmable with compatible dimmer
switch(NOT included)|Installation: ETL listed for dry locations,hardwired connection is applicable to the ceiling light,",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,485,Hand Cart,12.23,46.99,No additional description provided in the invoice.,Automotive,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,498,BENOSS Vacuum Stand Stable Metal Bracket Stand Holder,3.68,46.99,"for Dyson Handheld Vacuum Cleaners
【Save Your Space】The cordless vacuum stand stores your vacuum cleaner and accessories steadily without drilling
holes in the wall|It's easy to find the next cleaner accessory when you need to use it|【Stable】 Our Dyson standing docking station is made of durable and high-quality 3mm thick steel|Curved flat iron
arranged in a tower structure, perfectly placed all accessories|Please note that vacuum cleaners come in different
models, weights and sizes, and the placement status will vary|When the vacuum cleaner is engaged with the charger, the
vacuum cleaner is not upright|【Easy to Assemble】",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,522,"miliboo Heavy Duty Tripod for Camera,Video Tripod with",36.52,349.0,"Fluid Head,Aluminum Heavy Duty Tripod for Camera,Maxload
33lbs with Tripod Horseshoe Spike
Item Qty Bid Amount Premium Fee Tax Total
【PROFESSIONAL VIDEO TRIPOD】 The miliboo video tripod is designed for professional photographers who seek
perfection and can help them capture stunning images in any environment|Compared with traditional tripods,it has a
sturdy structure,able to support heavy camera equipment|MTT609A has fluid head,You can micro adjust the damping of
the pan and tilt operation,360°horizontally and tilt +90°/-75°vertically can be achieved,is a reliable tool that every
professional photographer should have|【STABLE AND ADJUSTABLE TRIPOD】 The heavy duty tripod for camera is made of superior-quality aluminum
structure and twin-tube design,greater load-bearing capacity,support the max loading of 33lbs|It uses an exclusive
adjustable trigger design and double locking way, clever use of horseshoe ground extension design|The Ground spreader
can be extendable , you can adjust its length as you want so that it keeps the legs from collapsing on uneven ground to
ensure strong stability of the entire system|【QUICK AND EASY CAMERA MOUNTING】 The flexible tripod is made of 360-degree fluid head is designed with a tilt-
press quick release plate, simply install the quick release plate under the camera,,can quickly and safely install and
remove the camera, quick release plate makes it easy to quickly remove the camera, it saves time and effort, both novice
and experienced photographers can easily install,enabling photographers to capture the perfect shot|【RICH COMPATIBILITY】 This camera tripod kit includes two quick release plates, each with 3/8""-16 and 1/4""-20
screws, suitable for most brands of cameras and camcorders,such as Canon, Nikon, Sony, JVC, ARRI etc|The fluid head
has a 3/8""-16 female hole on the bottom for mounting on other tripods, cameras, DSLRs, slides and other platforms|【SUITABLE FOR VARIOUS PLACES】 The tripod can be used in a variety of situations, suitable for weddings, live
events, meeting documentation and other occasions, a versatile photographic tool",Electronics & Technology,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,523,CXWXC Bike Repair Stand -Shop Home Bicycle Mechanic,17.12,96.99,"Maintenance Rack- Whole Aluminum Alloy- Height Adjustable
360 DEGREE ROTATABLE CLAMP & HEIGHT ADJUSTABLE BODY- Clamp with lever can hold your bike super steady,
adjustable height make sure your waist comfortable during work
DURABLE ALLOY BARREL – Lighter, no corrosion, easy carry, easy storage, intensity of alloy tested can afford max load
60 pounds bike
FRONT WHEEL NO SHAKE- Tighten rod included in the package won’t let the front wheel swivel when you are working,
the tighten rod is also length adjustable
SUPER STEADY TRIANGLE BASE WITH RUBBER FEET- Holds bikes steady, rubber feet antiskid and won’t scratch
floor",Home & Garden,NEW,,0.0
081624-3501-184997,2024-08-16,297.89,531,"Lusper Weight Bench for Home Gym, Adjustable and",12.23,69.99,"Foldable 660LB Weight Bench, Multi-Purpose Workout Bench for
Bench Press Sit up Incline Flat Decline
660lb True Capacity for Improved Security: Feel your training rock solid with the upgraded steel and pro triangle structure|Professionally load tested, the bench boasts spectacular weight 660lb max to make your safe and focused while lifting
Fully Adjustable, Incredibly Versatile: Get your best full body muscle pump with this 3 in 1 bench (with the cost of only 1|),
and tap your body’s full potential using it as a workout bench, flat bench, supine board, and bench press stool all in 1|3-Sec Fold, Space Saving: Store the weight bench anywhere you like in any small space|Can be easily stashed away
under the couch/bed, in the corner/cabinet or trunk|Easy storage, easy transport
Effortless Assembly: Your life is made so much easier with the bench coming 95% already assembled|Setting up the rest
is a no brainer, so that you can jump right into your favorite workout ASAP|Pro Workout Guide for the Perfect Physique: Get ready to reach your full potential and top workout performance faster
with our pro workout guide and instructional video|Save big bucks on personal trainers and save your energy and time on
exhausting trips to and from the gym",Sports & Recreation,NEW,,0.0
