invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
081424-3501-184550,2024-08-14,235.94,192,Welcome Seashell | All Weather Heavy Duty Mat | 100%,4.89,24.99,"Natural Coir Face | Non-Slip | Outdoor Home Décor | Absorbent,
Fade Resistant & Pet Friendly | 18"" x 28""
𝗦𝗧𝗢𝗥𝗠 𝗦𝗧𝗢𝗣𝗣𝗘𝗥 𝗖|𝗟𝗟𝗘𝗖𝗧𝗜𝗢𝗡 – Refresh your space with the Storm Stopper All Weather Welcome Natural Coir Doormats|Effortlessly combining style and function, these door mats are both absorbent and decorative|𝗩𝗔𝗥𝗜𝗘𝗧𝗬 𝗢𝗙 𝗗𝗘𝗦𝗜𝗚𝗡𝗦 – The Storm Stopper premium door mats are available in multiple styles and are a perfect and
welcoming addition to any area of your home including entryway, garages, outdoor spaces, and more|Also perfect for
apartments and condos|𝟭𝟬𝟬% 𝗡𝗔𝗧𝗨𝗥𝗔𝗟 𝗖𝗢𝗜𝗥 𝗙𝗜𝗕𝗘𝗥 – Made of highly durable and heavy-duty natural coir fiber|The stiff bristles help remove dirt
and grime from shoes and pet paws, so you can welcome guests into your home without the stress or the mess|𝗟𝗢𝗡𝗚-𝗟𝗔𝗦𝗧𝗜𝗡𝗚 𝗔𝗡𝗗 𝗙𝗔𝗗𝗘 𝗥𝗘𝗦𝗜𝗦𝗧𝗔𝗡𝗧 – The mats are printed with high-grade color pigment dyes in a process that is
fade resistant, weather resistant, and removes dirt from shoes effortlessly|The innovative printing process keeps the
doormats' colors and patterns vibrant season after season|𝗡𝗢𝗡-𝗦𝗟𝗜𝗣 𝗥𝗨𝗕𝗕𝗘𝗥 𝗕𝗔𝗦𝗘 – This doormat has a sturdy non-slip PVC backing, that helps keep the mat from sliding and
stay securely in place|The skid-resistant PVC backing is great for indoor or outdoor use|Item Qty Bid Amount Premium Fee Tax Total",Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,206,8 Pack Black LED Wall Sconce Indoor Cool White 6000K,24.45,175.99,"LED Wall Lights Hardwired Up and Down Wall Light Fixture (with
G9 Bulbs)
►【Replaceable G9 Bulb】:The wall sconce supplied with a Energy-saving and Non-flickering 9W LED G9 bulb (6000K
cool white) without switch|The bulb can be replaced,max 60W|NO battery operated|The wall lamp lampshade can be
directly disassembled, and the G9 bulb inside the wall lamp can be replaced at any time|►【High Quality Wall Lamp】:High quality aluminum shell and all aluminum lamp body,Strong corrosion resistance and
durability, Sconces Wall Lamps using high-quality G9 light source,With high transmittance, high light efficiency, no flash,
soft light, up and down lighting, protecting your eyes|►【Modern Design】:The indoor wall sconces ideal for living room,kitchen,dining room,bedroom,stair and hallway|Made
of high quality aluminum|High hardness,High brightness and good light transmission performance,unique design of the
black led wall sconces perfectly matches various scenes
►【Easy to Install】: Fit US standard junction box|The modern wall sconces are easy to assemble,Wall Sconce
complete installation within ONLY 3 steps|ALL fitting included",Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,211,Kichler Lighting Telford Collection 3-light Brushed Nickel,7.34,109.95,"Bath/Vanity Light
The 3 light Telford vanity light is perfect above a small vanity mirror in a bathroom or powder room|The alabaster swirl glass provides a beautiful, ambient lighting to the entire room|Think of it as a foundation or a canvas
upon which to paint a distinctive lighting picture|It’s a beautiful light source in your living space|What's in the Box: (1) Mounting Strap, Strap Mounting Screws, Mounting Screws, Lockwasher, Lock up Knobs, Wire Nuts
and (3) Glass Shade(s)|Bulb(s) not included|Cleaning instructions: Be certain the electric current is turned off before cleaning|Clean metal components with a soft
cloth moistened with a mild liquid soap solution|Wipe clean and buff with a very soft dry cloth|Takes three medium E26 up to 100W bulb equivalent
Item Qty Bid Amount Premium Fee Tax Total",Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,212,Lyndel Modern 3 Foot Faux Fur Bean Bag Chair Cover,14.67,169.0,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,217,Depuley 4-Lights Chandelier,15.89,169.0,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,222,Black Wall Mounted Mirror,7.34,169.0,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,230,Pet Door,8.56,169.0,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,234,Large Mouse Pad,7.34,169.0,Item Qty Bid Amount Premium Fee Tax Total,Electronics & Technology,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,239,Siersoe Wall Mirror,6.11,169.0,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,242,"Rear Bike Rack Cargo Rack, Easy Installation",6.11,169.0,No additional description provided in the invoice.,Automotive,NEW,,0.0
081424-3501-184550,2024-08-14,235.94,246,Floor Mats & Cargo Liner for 2024 2025 Lincoln Nautilus All,6.11,169.0,"Weather Protection TPE Rubber Floor Liners for 2024 2025
Lincoln Nautilus Full Set Automotive Mat Accessories, Black
BUILT FOR DURABILITY: The all weather floor mats & trunk mat for 2024 lincoln nautilus are made of TPE materials
featuring waterproof, durable, wear-resistant, non-slip and odorless|High tensity and safe TPE material keeps its flexibility
in all season while still offering an excellent feel and extreme wear resistance|FIT PERFECT: NIKALAIKA floor mats and cargo liner Compatible with 2024 2025 lincoln nautilus|No need trimming|Adopts 3D screening technology to capture every corner and crevice to offer perfect fit and coverage|ALL SEASON PROTECTION & NON-SLIP: Our car mats for 2025 lincoln nautilus with uniquely designed channels and
raised edge can effectively trap liquid, debris, snow, mud, and sand to keep your car and shoes clean; Built-in retainer
clips to firmly grip the mat and prevent slipping when wet|EASY TO CLEAN: The custom floor liners & cargo mat are waterproof, stain-resistant, durable, and easy to clean|Clean
easily with a damp towel, or remove them from the car and rinse with water|Quick and easy to get your car floor mats
looking nice and new again",Automotive,NEW,,0.0
