invoice_id,auction_date,total_balance,stock_number,item,total,msrp,description,category,condition,image_urls,sales_price
042425-3501-220504,2025-04-24,201.72,663,Drop-In Oval Bathroom Sinkg,2.45,163.61,"Captures the elegance of a bygone era
Reminiscent of old-world design
Crafted of vitreous china for lasting beauty and exceptional durability",Clothing & Accessories,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,667,Swiss Madison Well Made Forever SM-WC124 Wall Bidet,1.22,129.35,"Carrier System, Black
Concealed In-Wall Installation: This In-Wall System Allows For A Sleek And Stylish Look For A Wall-Hung Toilet|Steel Frame: Allows A Broad Selection Of Mounting Heights For Bidets Paired With It|Weight Capacity: 500 Pounds|Adjustable Height: When Installing The In-Wall Tank Carrier System, Adjust The Carriers Legs To Achieve The Desired
Height Level|Item Qty Bid Amount Premium Fee Tax Total",Automotive,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,675,"Flash Furniture Replacement Table Base 22""x22"" BASE",6.11,94.99,ONLY,Home & Garden,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,677,"Bostitch Collated 3 in. x .120 15 Deg., Framing Nail, 2,700",7.34,94.99,"Count
Bostitch Framing Nail, Collation, 3"" x|120 Smooth Shank 15 degree Coil Framing Nails|Coated finish
eases penetration resistance and increases holding power|Chisel point, is preferred for trim applications",Health & Beauty,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,681,"Tioncy 2pcs Multifunction Containers for Restaurant, White",6.11,218.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,683,Cross Nail Charm Silver Decorations (Retro Silver),2.45,218.99,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,688,Tumbler with Handle,7.34,218.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,689,"Home Brilliant Decor Throw Pillow Case 12x20, Black",1.22,218.99,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,691,"Home Brilliant Decor Throw Pillow Case 12x20, Black",1.22,218.99,No additional description provided in the invoice.,Home & Garden,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,701,Mystery Jewelry Item,2.45,218.99,No additional description provided in the invoice.,Clothing & Accessories,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,705,10 Pairs LAICIGO Women's Closed Pointed Toe Knot Ankle,1.22,218.99,Strap Dress Pump Shoes Size 8,Clothing & Accessories,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,707,CucinaPro Meat Grinder Accessories,2.45,218.99,Item Qty Bid Amount Premium Fee Tax Total,General Merchandise,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,708,3-Panel Wrought Iron Metal Fireplace Screen Cover w/ Scroll,4.89,218.99,"Design - 55x33in
ELEGANT FINISH: Iron scroll with an heat-resistant finish and textured add a rustic touch of class to your
fireplace
PROTECTIVE MESH: Tightly woven wrought iron mesh provides an easy-cleaning surface and a see-
through barrier to trap sparks and embers
QUALITY CONSTRUCTION: Wrought iron bars connected by iron mesh and welded hinges create a solid
construction that won't break down
LOW-HEAT HANDLES: A set of handles on the outer edges are built to protect your hands and allow you to
quickly move the screen and tend your fire
FUNCTIONAL STYLE: A three-part folding design allows for easy storage while the open mesh design and
filigree prevent stains and heat build-up",Electronics & Technology,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,709,3-Light Vanity Wall Sconce with Frosted Glass,3.67,15.97,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,711,"Mainstays 1"" Cordless Vinyl Light Filtering Blinds, 1-Piece,",1.22,15.97,"White, 47"" W x 64"" L
Item Qty Bid Amount Premium Fee Tax Total
Dimensions: 47"" W x 64"" L
Light Filtration: Light filtering
Installation Type: For an inside mount, it's recommended to take 1/4"" deduction for the width of window opening to
ensure the blind can fit into the window with minor gap; minimum depth requirements for an inside mount is 1"", for an
inside flush mount, it’s 1-3/4""; for an outside mount, it's recommended to add an additional 3"" of overall width for a full
coverage
Control Type: To adjust height, lift or lower from the bottom; open or close slats at the twist of the attached tilt wand
Features: Cordless design makes it the safer option for homes with young children or pets; 1"" light filtering cordless blind
allows for privacy while gently filtering the sun light; color-matched vinyl head rail and bottom rail for a beautiful, finished
look
Material: Vinyl
Care: Wipe clean",Automotive,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,712,Bamboo Blinds,2.45,55.99,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,713,Flynix Bathroom Vanity Light 24 Inch 20W Modern Wall Light,6.11,55.99,"Dimmable 3 Color （3000K/4000K/5000K） Temperature
Adjustable Modern Lighting Over Mirror (Matt Black)
MINIMALIST & MODERN: The clean line and fashionable design accords with minimalist pursuit of modern people|It is
suitable for your bathroom, mirror cabinets, powder room, bedroom and living room|It can be mounted horizontally or
vertically
3 COLOR TEMPERATURE& DIMMABLE: Innovative LED technology enables you to change color temperature to
3000K/4000K/5000K/ (Warm white/ Natural White/ Daylight) by using a simple switch, which is shown on the picture|You
can adjust the color temperature and brightness according to the need or your mood without requiring light replacement
HIGH QUALITY MATERIAL: Mirror gloss finishing 304 Chrome stainless steel, strong corrosion resistance|Non-yellowing
frosted high quality PC shade can last longer than acrylic and release bright light effect softly|The high color rendering
index light presents a true, natural and non-glare source
ENERGY SAVING &EFFICIENCY: LED integrated, no need for replacement bulbs|Equivalent to a traditional 240W
Incandescent, energy saving up tp 80%|Life span of 50,000 hours means it can be used 15+ years based on 8
hours/day, saving your money
Item Qty Bid Amount Premium Fee Tax Total",Home & Garden,NEW,,0.0
042425-3501-220504,2025-04-24,201.72,719,Electric Trailer Jack,56.25,0.0,No additional description provided in the invoice.,General Merchandise,NEW,,0.0
